Cluster_0311	289.1205133	[M + H]+	C15H17ClN4	17.964626340327257	C10H24ClNO4P	13.556687804059237	C12H19ClN3O3	11.022965482574678	C14H17N4OP	8.78535851701368	C14H21ClO4	8.768161014289815	C9H23ClN3O3S	8.494067787113442	C13H21O5P	7.061404365793477	C13H22ClN2OP	6.15308120147734	C11H20ClN5P	-2.896338596956509
Cluster_0331	298.2731085	[M + H]+	C18H35NO2	100.72539586454116	C16H33N4O	93.68384486216999
Cluster_0444	330.2055515	[M + H]+	C20H27NO3	77.93749742679591	C18H25N4O2	73.28145835434549	C16H30N2O3P	55.76675844626463	C17H29O6	16.82647943137936
Cluster_0615	411.1119185	[M + H]+	C19H24O6P2	40.80796151418082	C21H24Cl2O4	38.195876861488046	C17H22N3O5P2	33.09300614083139	C19H22Cl2N3O3	30.224903319319214	C21H19N2O5P	29.96322710890764	C17H27Cl2NO4P	26.833695077015484	C19H17N5O4P	14.519022249586902	C20H20N4O2P2	10.924925238021428	C24H17N3O2P	10.850137590494933	C22H22NO3P2	10.327073288661909
